OBJECT_TYPE,GRID,TAGS,TEXTURE_RECT,RCI,SOUND_TIMER,SOUND_DURATION,TEXTURE_PATH
2,-22/21/,2/,0/0/50/150/,3/0/0/30/,13.041924,13.041104,resource/tile/Buildings.png
1,-22/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-22/-22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-22/-23/,2/,0/0/50/150/,3/0/0/30/,0.006254,0.000000,resource/tile/Buildings.png
1,-23/30/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-23/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-23/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-23/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-23/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-23/-21/,2/,0/0/50/150/,3/0/0/30/,0.010135,0.000000,resource/tile/Buildings.png
4,-23/-15/,4/,0/150/50/150/,0/0/10/300/,6.889344,6.888000,resource/tile/Buildings.png
1,-24/30/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-24/29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-24/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-24/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-24/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-24/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,-24/-15/,3/4/,0/300/50/150/,0/3/1/50/,65.458984,65.447998,resource/tile/Buildings.png
1,-25/29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-25/28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-25/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-25/26/,2/,0/0/50/150/,3/0/0/30/,13.042855,13.041104,resource/tile/Buildings.png
1,-25/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-25/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-25/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-25/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-26/28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-26/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-26/27/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-26/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-26/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-26/29/,2/,0/0/50/150/,3/0/0/30/,13.046696,13.041104,resource/tile/Buildings.png
1,-26/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-26/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-26/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-27/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-27/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-27/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-27/25/,2/,0/0/50/150/,3/0/0/30/,13.041457,13.041104,resource/tile/Buildings.png
1,-27/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-27/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-27/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-27/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-28/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,-28/26/,2/,0/0/50/150/,3/0/0/30/,13.042812,13.041104,resource/tile/Buildings.png
1,-28/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-28/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-28/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-28/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-28/-17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-28/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-28/-19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-31/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-30/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-36/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-37/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-38/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-39/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-40/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-41/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,15/-34/,3/4/,0/300/50/150/,0/3/1/50/,31.329823,65.447998,resource/tile/Buildings.png
1,15/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,15/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,15/-1/,2/,0/0/50/150/,3/0/0/30/,1.949941,13.041104,resource/tile/Buildings.png
1,16/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,16/-35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,16/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,16/-34/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,16/-33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,16/-32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,16/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,16/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,16/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,16/7/,2/,0/0/50/150/,3/0/0/30/,13.046007,13.041104,resource/tile/Buildings.png
1,17/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,17/-35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,17/-32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,17/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,17/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,17/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,17/7/,2/,0/0/50/150/,3/0/0/30/,13.094419,13.041104,resource/tile/Buildings.png
1,18/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,18/-35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,18/-32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,18/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,18/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,18/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,18/7/,2/,0/0/50/150/,3/0/0/30/,13.043445,13.041104,resource/tile/Buildings.png
1,19/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,19/-35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,19/-32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,19/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,19/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,19/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,20/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,20/-32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,20/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,20/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,20/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,20/5/,4/,0/150/50/150/,0/0/10/300/,6.899546,6.888000,resource/tile/Buildings.png
1,21/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,21/-32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,21/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,21/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,21/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,22/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,22/-32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,22/-33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,22/7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,22/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,22/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,22/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,23/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,23/7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,23/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,23/5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,23/4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,23/3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,23/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,23/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,23/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,23/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
3,23/1/,3/4/,0/300/50/150/,0/3/1/50/,35.899120,65.447998,resource/tile/Buildings.png
1,23/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-133/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-133/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,24/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,24/9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,24/10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,24/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,24/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,24/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,24/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,24/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,24/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,24/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,24/11/,2/,0/0/50/150/,3/0/0/30/,0.007721,0.000000,resource/tile/Buildings.png
3,24/7/,3/4/,0/300/50/150/,0/3/1/50/,46.265289,65.447998,resource/tile/Buildings.png
1,24/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-134/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-134/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-134/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,25/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-135/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-135/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-135/-12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-135/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,26/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,26/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,26/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,26/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,26/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,26/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,26/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,26/11/,2/,0/0/50/150/,3/0/0/30/,13.046397,13.041104,resource/tile/Buildings.png
1,26/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,26/15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,26/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,26/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,26/17/,2/,50/0/48/150/,10/0/0/150/,13.053056,13.041104,resource/tile/Buildings.png
2,26/18/,2/,50/0/48/150/,10/0/0/150/,13.057524,13.041104,resource/tile/Buildings.png
2,26/19/,2/,50/0/48/150/,10/0/0/150/,13.041415,13.041104,resource/tile/Buildings.png
2,26/20/,2/,50/0/48/150/,10/0/0/150/,5.471032,13.041104,resource/tile/Buildings.png
2,26/21/,2/,50/0/48/150/,10/0/0/150/,13.047308,13.041104,resource/tile/Buildings.png
1,-136/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-136/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,27/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,27/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,27/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,27/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,27/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,27/0/,2/,0/0/50/150/,3/0/0/30/,13.052200,13.041104,resource/tile/Buildings.png
1,27/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,27/21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,27/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,27/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,27/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,27/17/,2/,0/0/50/150/,3/0/0/30/,0.011495,0.000000,resource/tile/Buildings.png
1,27/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,27/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,28/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,28/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,28/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,28/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,28/-3/,2/,0/0/50/150/,3/0/0/30/,3.099675,13.041104,resource/tile/Buildings.png
1,28/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,28/21/,2/,0/0/50/150/,3/0/0/30/,13.052912,13.041104,resource/tile/Buildings.png
1,28/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,28/20/,2/,0/0/50/150/,3/0/0/30/,11.521054,13.041104,resource/tile/Buildings.png
1,28/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,28/17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,28/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,28/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,29/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,29/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,29/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,29/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,29/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,29/21/,2/,0/0/50/150/,3/0/0/30/,8.568521,13.041104,resource/tile/Buildings.png
1,29/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,29/20/,2/,0/0/50/150/,3/0/0/30/,6.779611,13.041104,resource/tile/Buildings.png
1,29/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,29/18/,4/,0/150/50/150/,0/0/10/300/,6.890047,6.888000,resource/tile/Buildings.png
4,29/17/,4/,0/150/50/150/,0/0/10/300/,6.888665,6.888000,resource/tile/Buildings.png
4,29/16/,4/,0/150/50/150/,0/0/10/300/,6.894361,6.888000,resource/tile/Buildings.png
1,30/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,30/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,30/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,30/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,30/21/,2/,0/0/50/150/,3/0/0/30/,13.045921,13.041104,resource/tile/Buildings.png
1,30/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,30/20/,2/,0/0/50/150/,3/0/0/30/,5.077070,13.041104,resource/tile/Buildings.png
1,30/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,30/18/,4/,0/150/50/150/,0/0/10/300/,6.899113,6.888000,resource/tile/Buildings.png
1,31/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,31/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,31/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,31/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,31/21/,2/,0/0/50/150/,3/0/0/30/,13.041137,13.041104,resource/tile/Buildings.png
1,31/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,31/20/,2/,0/0/50/150/,3/0/0/30/,13.044882,13.041104,resource/tile/Buildings.png
1,31/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,31/18/,4/,0/150/50/150/,0/0/10/300/,6.897933,6.888000,resource/tile/Buildings.png
4,31/17/,4/,0/150/50/150/,0/0/10/300/,0.005997,0.000000,resource/tile/Buildings.png
1,-77/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-77/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-77/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,32/21/,2/,0/0/50/150/,3/0/0/30/,13.045444,13.041104,resource/tile/Buildings.png
1,32/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,32/20/,2/,0/0/50/150/,3/0/0/30/,13.048262,13.041104,resource/tile/Buildings.png
1,32/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,32/10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-78/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-78/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-78/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,33/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,33/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,33/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,33/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,33/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,33/21/,2/,0/0/50/150/,3/0/0/30/,13.042797,13.041104,resource/tile/Buildings.png
1,33/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,33/20/,2/,0/0/50/150/,3/0/0/30/,11.783952,13.041104,resource/tile/Buildings.png
1,33/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,33/17/,4/,0/150/50/150/,0/0/10/300/,0.006679,0.000000,resource/tile/Buildings.png
4,33/18/,4/,0/150/50/150/,0/0/10/300/,4.449661,6.888000,resource/tile/Buildings.png
4,33/16/,4/,0/150/50/150/,0/0/10/300/,3.875513,6.888000,resource/tile/Buildings.png
1,-79/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-79/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-79/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,34/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,34/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,34/25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,34/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,34/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,34/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,34/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,34/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,34/21/,2/,0/0/50/150/,3/0/0/30/,4.571673,13.041104,resource/tile/Buildings.png
2,34/22/,2/,0/0/50/150/,3/0/0/30/,13.042972,13.041104,resource/tile/Buildings.png
1,34/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,34/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,34/17/,4/,0/150/50/150/,0/0/10/300/,0.006686,0.000000,resource/tile/Buildings.png
1,-80/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-80/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-80/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,35/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,35/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,35/25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,35/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,35/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,35/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,35/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,35/21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,35/22/,2/,0/0/50/150/,3/0/0/30/,0.005885,0.000000,resource/tile/Buildings.png
2,35/23/,2/,0/0/50/150/,3/0/0/30/,0.005661,0.000000,resource/tile/Buildings.png
1,35/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,35/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
4,35/17/,4/,0/150/50/150/,0/0/10/300/,0.004415,0.000000,resource/tile/Buildings.png
4,35/16/,4/,0/150/50/150/,0/0/10/300/,0.006366,0.000000,resource/tile/Buildings.png
1,-65/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-65/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-65/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-65/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-65/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-65/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/27/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,36/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-66/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-66/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-66/-13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-66/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-66/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-66/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-66/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/27/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,37/17/,2/,0/0/50/150/,3/0/0/30/,13.058290,13.041104,resource/tile/Buildings.png
1,37/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,37/9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-67/-14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-67/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-67/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
